user_id,session_id,timestamp,page_views,traffic_source,duration,bounce_rate,conversion,device_type,source_medium
401,401,12/13/2021,957,referral,1936,18.65,true,tablet,facebook/referral
402,402,12/6/2021,986,organic,2302,14.81,true,mobile,facebook/referral
403,403,3/2/2021,392,direct,1994,78.87,false,desktop,google/cpc
404,404,8/3/2021,876,organic,2632,94.86,true,tablet,direct/none
405,405,6/22/2021,815,organic,2831,40.17,false,desktop,direct/none
406,406,8/31/2021,569,organic,1776,81.94,false,tablet,facebook/referral
407,407,5/18/2021,950,organic,2587,34.54,false,mobile,facebook/referral
408,408,8/27/2021,255,organic,1114,73.14,true,mobile,google/cpc
409,409,2/28/2021,568,organic,3185,95.48,true,tablet,facebook/referral
410,410,6/14/2021,817,organic,2757,38.04,true,tablet,direct/none
411,411,10/26/2021,370,organic,938,35.21,false,mobile,direct/none
412,412,5/17/2021,890,organic,2610,4.93,true,desktop,direct/none
413,413,12/13/2021,592,referral,437,23.03,true,tablet,facebook/referral
414,414,7/18/2021,997,organic,1930,25.99,true,mobile,google/cpc
415,415,9/12/2021,426,referral,2831,88.13,false,tablet,facebook/referral
416,416,9/16/2021,654,direct,2356,57.47,true,tablet,direct/none
417,417,3/10/2021,150,organic,2291,28.96,false,tablet,google/cpc
418,418,8/10/2021,861,organic,86,45.34,false,desktop,facebook/referral
419,419,9/28/2021,367,referral,3284,65.33,true,mobile,direct/none
420,420,7/18/2021,76,referral,237,24.58,true,tablet,facebook/referral
421,421,5/11/2021,532,referral,3438,77.4,false,tablet,facebook/referral
422,422,4/23/2021,323,organic,2608,74.52,false,desktop,google/cpc
423,423,10/9/2021,850,direct,2122,19.16,true,mobile,google/cpc
424,424,10/13/2021,482,referral,1749,12.22,false,tablet,direct/none
425,425,6/3/2021,787,organic,2641,20.62,false,mobile,google/cpc
426,426,4/18/2021,745,organic,34,22.83,true,tablet,direct/none
427,427,1/12/2021,261,organic,3003,5.9,false,mobile,direct/none
428,428,9/19/2021,597,direct,1931,66.88,true,desktop,direct/none
429,429,3/8/2021,573,referral,3003,33.16,false,mobile,facebook/referral
430,430,10/8/2021,874,direct,789,97.94,false,desktop,facebook/referral
431,431,9/6/2021,625,organic,3085,97.56,true,mobile,direct/none
432,432,7/1/2021,119,referral,3571,23.49,true,tablet,google/cpc
433,433,1/17/2021,319,referral,2322,9.45,true,desktop,facebook/referral
434,434,1/29/2021,345,referral,1465,77.96,true,mobile,direct/none
435,435,4/25/2021,984,direct,2156,15.77,true,mobile,google/cpc
436,436,6/2/2021,732,referral,3145,38.85,true,mobile,google/cpc
437,437,5/30/2021,885,referral,3118,82.17,false,mobile,google/cpc
438,438,5/16/2021,256,organic,2536,86.05,false,mobile,facebook/referral
439,439,1/30/2021,716,organic,305,59.45,false,mobile,facebook/referral
440,440,1/31/2021,117,direct,224,37.42,false,mobile,google/cpc
441,441,6/2/2021,607,direct,2630,89.58,false,tablet,facebook/referral
442,442,3/3/2021,372,direct,903,56.69,false,desktop,google/cpc
443,443,4/2/2021,511,direct,863,66.01,false,mobile,google/cpc
444,444,10/2/2021,782,direct,1536,91.33,true,desktop,facebook/referral
445,445,7/12/2021,98,organic,359,12.67,true,mobile,google/cpc
446,446,5/14/2021,689,direct,3491,77.26,true,desktop,google/cpc
447,447,3/2/2021,794,referral,3514,31.39,false,desktop,google/cpc
448,448,9/18/2021,262,referral,1774,52.52,true,desktop,google/cpc
449,449,10/30/2021,395,referral,2013,55.24,true,desktop,direct/none
450,450,2/11/2021,317,organic,3128,79.08,false,tablet,direct/none
451,451,10/16/2021,603,direct,1716,78.69,false,mobile,google/cpc
452,452,8/23/2021,297,referral,2306,20.0,true,mobile,direct/none
453,453,5/21/2021,75,organic,2120,30.65,true,desktop,direct/none
454,454,12/16/2021,606,organic,142,39.42,true,mobile,direct/none
455,455,5/28/2021,369,referral,1991,76.81,true,desktop,direct/none
456,456,9/27/2021,395,organic,2697,43.59,true,mobile,facebook/referral
457,457,5/26/2021,516,direct,407,48.07,true,tablet,direct/none
458,458,6/4/2021,975,organic,579,44.92,true,tablet,facebook/referral
459,459,7/23/2021,395,referral,1262,53.33,false,mobile,facebook/referral
460,460,1/11/2021,661,organic,608,18.32,false,mobile,google/cpc
461,461,1/28/2021,960,direct,2696,1.48,false,mobile,facebook/referral
462,462,11/14/2021,394,organic,2657,91.64,false,mobile,facebook/referral
463,463,5/22/2021,22,organic,3050,54.36,false,mobile,facebook/referral
464,464,5/12/2021,25,referral,399,24.19,true,tablet,google/cpc
465,465,3/6/2021,91,direct,997,2.8,true,tablet,direct/none
466,466,2/20/2021,825,direct,2177,51.83,false,mobile,direct/none
467,467,4/1/2021,559,organic,355,80.87,true,tablet,google/cpc
468,468,1/9/2021,906,organic,3072,59.77,true,mobile,facebook/referral
469,469,2/3/2021,37,organic,3485,63.68,false,mobile,facebook/referral
470,470,5/27/2021,952,referral,708,31.45,true,tablet,facebook/referral
471,471,6/4/2021,401,direct,3335,73.38,false,mobile,direct/none
472,472,8/29/2021,716,organic,3557,89.91,true,mobile,google/cpc
473,473,6/9/2021,732,direct,26,68.33,true,desktop,google/cpc
474,474,5/12/2021,217,organic,748,61.86,true,tablet,facebook/referral
475,475,5/1/2021,222,direct,2092,73.25,false,mobile,direct/none
476,476,9/26/2021,926,referral,2816,53.33,true,mobile,direct/none
477,477,6/14/2021,340,direct,659,84.68,true,desktop,facebook/referral
478,478,7/28/2021,578,referral,2558,11.59,false,desktop,google/cpc
479,479,11/29/2021,128,direct,1869,54.22,true,tablet,google/cpc
480,480,9/29/2021,278,organic,1477,56.11,true,desktop,direct/none
481,481,6/26/2021,860,organic,596,74.92,false,mobile,direct/none
482,482,11/17/2021,895,referral,3223,81.31,true,desktop,facebook/referral
483,483,12/22/2021,229,direct,2781,53.42,false,mobile,direct/none
484,484,4/28/2021,599,direct,2509,11.69,true,mobile,google/cpc
485,485,7/6/2021,854,organic,1163,84.65,true,tablet,direct/none
486,486,7/20/2021,397,organic,2851,71.11,true,tablet,direct/none
487,487,1/8/2021,481,referral,860,69.72,true,mobile,facebook/referral
488,488,1/30/2021,554,referral,1938,51.39,false,desktop,facebook/referral
489,489,5/8/2021,163,direct,2201,5.03,true,mobile,direct/none
490,490,8/3/2021,313,direct,3571,18.23,false,desktop,facebook/referral
491,491,11/28/2021,309,direct,2352,78.86,true,tablet,direct/none
492,492,5/9/2021,323,direct,1130,96.12,false,mobile,google/cpc
493,493,3/23/2021,821,organic,1451,68.66,true,desktop,facebook/referral
494,494,2/13/2021,870,direct,3563,73.78,false,mobile,facebook/referral
495,495,1/31/2021,498,direct,2541,31.42,true,tablet,direct/none
496,496,5/5/2021,996,referral,2852,52.8,false,mobile,direct/none
497,497,3/12/2021,462,direct,195,32.48,false,mobile,facebook/referral
498,498,3/5/2021,170,organic,3128,61.43,true,desktop,direct/none
499,499,3/20/2021,651,referral,1694,51.44,false,desktop,direct/none
500,500,7/19/2021,602,direct,536,86.91,true,tablet,direct/none
501,501,11/12/2021,790,organic,326,36.74,true,desktop,google/cpc
502,502,10/17/2021,744,referral,1263,48.55,false,tablet,direct/none
503,503,8/20/2021,148,direct,3001,54.65,true,tablet,direct/none
504,504,2/9/2021,77,organic,1075,18.64,false,mobile,direct/none
505,505,12/9/2021,206,direct,2412,6.73,true,tablet,facebook/referral
506,506,4/3/2021,587,organic,1222,61.17,false,tablet,facebook/referral
507,507,8/31/2021,359,direct,1550,33.61,false,mobile,direct/none
508,508,4/10/2021,333,direct,1666,74.81,false,desktop,google/cpc
509,509,12/4/2021,749,organic,3438,99.81,false,mobile,direct/none
510,510,8/6/2021,142,organic,2799,56.33,false,tablet,google/cpc
511,511,9/3/2021,314,direct,2912,30.32,false,mobile,direct/none
512,512,2/28/2021,940,referral,675,53.61,true,desktop,google/cpc
513,513,8/10/2021,326,direct,1636,79.1,false,mobile,direct/none
514,514,5/17/2021,684,direct,3009,34.35,false,tablet,direct/none
515,515,2/14/2021,145,organic,2935,86.64,true,tablet,direct/none
516,516,11/20/2021,470,organic,3223,23.14,true,mobile,google/cpc
517,517,5/20/2021,200,direct,2173,75.51,true,tablet,facebook/referral
518,518,10/8/2021,524,direct,252,94.96,false,desktop,google/cpc
519,519,6/6/2021,3,referral,3506,35.82,true,tablet,direct/none
520,520,5/29/2021,804,referral,3403,4.67,true,mobile,facebook/referral
521,521,1/10/2021,970,referral,2568,64.27,false,mobile,google/cpc
522,522,2/1/2021,404,organic,2006,97.41,true,tablet,direct/none
523,523,12/7/2021,441,organic,3470,36.2,true,tablet,google/cpc
524,524,8/15/2021,123,direct,1542,74.97,true,tablet,direct/none
525,525,4/13/2021,700,organic,1606,57.27,true,tablet,direct/none
526,526,1/5/2021,568,referral,2637,25.19,true,desktop,direct/none
527,527,12/25/2021,171,referral,3505,13.75,false,tablet,google/cpc
528,528,6/9/2021,422,direct,1076,92.8,true,desktop,facebook/referral
529,529,5/18/2021,920,referral,61,99.6,false,desktop,facebook/referral
530,530,12/21/2021,670,referral,1577,45.5,true,tablet,facebook/referral
531,531,10/12/2021,570,direct,1263,97.8,true,tablet,facebook/referral
532,532,4/21/2021,751,referral,1767,39.44,false,tablet,direct/none
533,533,12/24/2021,581,direct,3409,34.3,true,mobile,direct/none
534,534,10/14/2021,789,referral,1895,3.3,false,desktop,facebook/referral
535,535,2/2/2021,729,organic,3258,16.29,false,tablet,facebook/referral
536,536,4/2/2021,126,referral,492,31.59,true,desktop,direct/none
537,537,8/31/2021,78,direct,1060,77.84,false,mobile,google/cpc
538,538,3/14/2021,725,organic,315,53.39,false,mobile,facebook/referral
539,539,1/18/2021,949,direct,1899,84.54,false,mobile,facebook/referral
540,540,7/3/2021,925,organic,2148,61.15,false,desktop,facebook/referral
541,541,6/27/2021,533,organic,3070,61.84,true,mobile,direct/none
542,542,9/29/2021,335,referral,2262,49.75,false,desktop,direct/none
543,543,3/20/2021,434,organic,58,39.55,false,tablet,facebook/referral
544,544,2/24/2021,660,referral,2953,5.2,false,desktop,google/cpc
545,545,2/23/2021,794,organic,2156,51.79,false,desktop,google/cpc
546,546,8/28/2021,90,referral,2607,85.95,false,tablet,facebook/referral
547,547,6/6/2021,129,direct,3489,73.8,true,desktop,direct/none
548,548,12/25/2021,152,direct,2956,99.03,false,mobile,facebook/referral
549,549,1/24/2021,49,direct,1483,12.06,true,mobile,google/cpc
550,550,1/12/2021,664,organic,1584,6.34,false,mobile,facebook/referral
551,551,1/1/2021,624,referral,2512,85.5,false,tablet,direct/none
552,552,5/9/2021,389,direct,3555,5.99,false,mobile,google/cpc
553,553,11/20/2021,558,organic,411,24.33,false,desktop,direct/none
554,554,12/9/2021,620,direct,1601,13.29,false,tablet,direct/none
555,555,1/9/2021,191,organic,1993,96.07,false,tablet,facebook/referral
556,556,1/20/2021,692,organic,676,85.82,false,desktop,facebook/referral
557,557,1/4/2021,600,referral,2339,83.24,false,desktop,google/cpc
558,558,7/8/2021,13,referral,2008,47.37,false,mobile,facebook/referral
559,559,5/8/2021,528,referral,2914,57.2,true,mobile,google/cpc
560,560,10/12/2021,202,direct,3329,23.64,true,mobile,direct/none
561,561,2/4/2021,790,organic,391,42.52,true,tablet,direct/none
562,562,5/9/2021,160,referral,2967,38.17,false,mobile,google/cpc
563,563,11/16/2021,505,referral,1305,55.42,false,desktop,google/cpc
564,564,1/7/2021,359,direct,2879,26.14,false,tablet,google/cpc
565,565,2/21/2021,111,direct,1070,58.14,false,tablet,facebook/referral
566,566,10/3/2021,176,organic,1085,41.85,false,mobile,direct/none
567,567,4/8/2021,149,organic,1711,36.07,true,desktop,google/cpc
568,568,6/9/2021,413,referral,1921,44.42,false,mobile,google/cpc
569,569,1/24/2021,539,organic,2546,87.26,true,mobile,facebook/referral
570,570,7/23/2021,576,direct,2063,5.16,true,mobile,direct/none
571,571,6/1/2021,17,organic,1756,71.74,false,tablet,direct/none
572,572,1/19/2021,637,organic,2272,95.95,true,desktop,facebook/referral
573,573,12/30/2021,49,referral,3076,14.31,false,tablet,facebook/referral
574,574,12/15/2021,539,direct,122,96.21,true,mobile,google/cpc
575,575,10/7/2021,880,direct,2801,1.37,false,mobile,google/cpc
576,576,2/14/2021,399,direct,264,41.05,true,mobile,direct/none
577,577,10/27/2021,157,referral,100,6.86,false,tablet,google/cpc
578,578,4/1/2021,679,organic,3286,29.68,false,tablet,facebook/referral
579,579,11/27/2021,115,direct,2694,35.86,true,mobile,direct/none
580,580,7/14/2021,519,referral,946,1.32,false,tablet,facebook/referral
581,581,10/12/2021,920,referral,184,16.78,true,desktop,direct/none
582,582,7/4/2021,27,direct,1199,47.07,false,desktop,direct/none
583,583,3/2/2021,359,direct,1873,74.36,true,tablet,direct/none
584,584,9/27/2021,570,referral,2962,92.99,false,desktop,facebook/referral
585,585,7/2/2021,395,direct,605,6.88,false,desktop,direct/none
586,586,2/7/2021,557,referral,1282,40.45,false,tablet,direct/none
587,587,5/8/2021,540,referral,2613,0.82,true,tablet,direct/none
588,588,7/6/2021,381,direct,1831,15.32,false,tablet,facebook/referral
589,589,1/16/2021,980,organic,3027,35.07,false,desktop,direct/none
590,590,8/1/2021,931,organic,3118,30.62,false,mobile,direct/none
591,591,4/25/2021,481,organic,1232,13.36,true,desktop,direct/none
592,592,6/9/2021,857,organic,956,39.36,false,mobile,google/cpc
593,593,11/11/2021,404,referral,1522,29.31,false,tablet,facebook/referral
594,594,9/2/2021,554,referral,1651,93.36,false,mobile,google/cpc
595,595,5/3/2021,909,organic,1757,25.72,true,tablet,direct/none
596,596,9/4/2021,411,organic,1268,46.52,false,mobile,direct/none
597,597,2/17/2021,629,referral,1335,51.02,false,desktop,direct/none
598,598,7/4/2021,790,organic,1485,5.26,true,desktop,google/cpc
599,599,8/20/2021,682,organic,353,79.11,false,mobile,facebook/referral
600,600,10/10/2021,485,direct,589,71.66,false,mobile,facebook/referral
601,601,2/15/2021,747,referral,1805,10.96,true,mobile,direct/none
602,602,4/16/2021,909,direct,861,4.94,false,desktop,google/cpc
603,603,10/13/2021,573,organic,163,31.97,false,tablet,facebook/referral
604,604,7/15/2021,241,referral,2250,65.46,true,desktop,direct/none
605,605,6/13/2021,703,direct,2324,16.86,false,mobile,facebook/referral
606,606,12/8/2021,490,referral,2134,70.41,false,tablet,facebook/referral
607,607,6/6/2021,944,organic,3091,30.8,false,mobile,facebook/referral
608,608,6/11/2021,739,referral,3039,56.12,true,desktop,google/cpc
609,609,12/8/2021,848,direct,876,67.52,false,desktop,facebook/referral
610,610,1/22/2021,782,direct,1700,15.96,true,tablet,facebook/referral
611,611,8/15/2021,646,referral,2021,47.69,true,mobile,google/cpc
612,612,11/22/2021,717,organic,207,66.85,true,desktop,direct/none
613,613,11/24/2021,127,direct,937,33.99,true,tablet,direct/none
614,614,9/4/2021,562,referral,3204,44.92,false,mobile,google/cpc
615,615,1/27/2021,967,referral,1598,39.04,false,desktop,direct/none
616,616,3/21/2021,365,referral,1488,4.24,false,desktop,facebook/referral
617,617,6/23/2021,396,referral,523,88.53,false,mobile,direct/none
618,618,8/18/2021,768,direct,1586,59.13,false,tablet,facebook/referral
619,619,3/9/2021,483,direct,3014,57.98,true,tablet,facebook/referral
620,620,1/24/2021,101,organic,2987,12.45,true,desktop,direct/none
621,621,4/15/2021,408,direct,3500,73.52,false,tablet,google/cpc
622,622,5/7/2021,978,referral,1059,57.8,false,mobile,google/cpc
623,623,6/1/2021,128,direct,974,47.24,true,tablet,facebook/referral
624,624,1/23/2021,401,direct,2816,71.95,false,mobile,facebook/referral
625,625,5/31/2021,679,referral,309,29.74,false,tablet,facebook/referral
626,626,5/20/2021,439,organic,183,81.59,true,desktop,google/cpc
627,627,3/26/2021,96,referral,1785,60.47,false,tablet,direct/none
628,628,7/20/2021,795,direct,304,93.31,false,tablet,direct/none
629,629,11/29/2021,321,organic,1349,48.1,false,desktop,facebook/referral
630,630,3/28/2021,996,direct,2464,36.45,false,tablet,facebook/referral
631,631,2/8/2021,943,direct,58,87.08,true,mobile,facebook/referral
632,632,10/24/2021,879,direct,91,98.28,true,tablet,facebook/referral
633,633,1/21/2021,596,referral,3304,7.81,false,desktop,google/cpc
634,634,10/3/2021,304,organic,551,84.43,false,mobile,direct/none
635,635,6/10/2021,487,organic,2650,91.58,true,desktop,google/cpc
636,636,3/21/2021,648,direct,44,69.21,false,mobile,facebook/referral
637,637,1/26/2021,183,referral,1928,47.18,true,tablet,google/cpc
638,638,7/6/2021,225,referral,1134,10.0,true,desktop,facebook/referral
639,639,3/26/2021,470,direct,1131,71.35,true,desktop,direct/none
640,640,1/3/2021,255,direct,3240,12.39,false,tablet,facebook/referral
641,641,10/3/2021,78,direct,1328,35.57,true,desktop,direct/none
642,642,6/19/2021,334,referral,1046,97.11,false,tablet,facebook/referral
643,643,10/20/2021,631,organic,2934,20.08,false,mobile,direct/none
644,644,10/31/2021,120,referral,1500,13.8,false,desktop,direct/none
645,645,2/12/2021,645,referral,2570,89.28,false,tablet,direct/none
646,646,5/8/2021,925,direct,606,33.67,false,desktop,google/cpc
647,647,11/23/2021,752,referral,149,5.8,true,desktop,facebook/referral
648,648,5/24/2021,683,organic,711,19.05,false,desktop,google/cpc
649,649,10/28/2021,553,organic,443,80.16,false,mobile,google/cpc
650,650,2/4/2021,533,referral,605,88.67,false,desktop,direct/none
651,651,8/31/2021,604,organic,832,53.48,false,mobile,google/cpc
652,652,7/17/2021,941,direct,1620,85.13,true,desktop,facebook/referral
653,653,10/24/2021,109,organic,2931,84.83,false,desktop,google/cpc
654,654,4/10/2021,154,referral,2138,39.68,false,desktop,google/cpc
655,655,3/16/2021,661,referral,1265,82.94,true,mobile,facebook/referral
656,656,1/5/2021,267,direct,2897,9.4,true,mobile,direct/none
657,657,9/12/2021,328,referral,3295,23.58,false,mobile,facebook/referral
658,658,10/21/2021,626,referral,2729,7.54,true,desktop,google/cpc
659,659,1/14/2021,727,referral,1132,42.16,true,desktop,direct/none
660,660,6/16/2021,3,direct,90,82.62,true,desktop,facebook/referral
661,661,9/17/2021,764,direct,596,17.95,false,tablet,direct/none
662,662,11/13/2021,359,referral,1560,1.51,true,desktop,facebook/referral
663,663,4/18/2021,286,direct,615,58.95,true,desktop,direct/none
664,664,3/19/2021,384,referral,3192,30.23,false,desktop,direct/none
665,665,4/1/2021,291,organic,2705,17.02,false,tablet,facebook/referral
666,666,4/28/2021,824,organic,825,34.88,false,desktop,direct/none
667,667,9/22/2021,386,referral,1867,51.83,true,tablet,facebook/referral
668,668,1/15/2021,792,direct,2892,82.08,true,desktop,facebook/referral
669,669,9/28/2021,987,direct,303,68.46,true,desktop,facebook/referral
670,670,3/30/2021,860,direct,332,0.79,true,tablet,direct/none
671,671,11/22/2021,74,referral,2562,17.94,false,desktop,direct/none
672,672,4/3/2021,814,direct,2677,52.23,true,mobile,facebook/referral
673,673,11/12/2021,939,organic,1367,32.22,false,tablet,direct/none
674,674,3/14/2021,783,referral,2955,52.46,false,tablet,direct/none
675,675,1/11/2021,485,direct,2958,79.25,false,tablet,direct/none
676,676,10/11/2021,894,direct,2582,16.25,true,mobile,facebook/referral
677,677,10/6/2021,254,direct,318,62.63,false,tablet,google/cpc
678,678,5/21/2021,650,direct,830,90.72,false,tablet,google/cpc
679,679,10/1/2021,718,organic,1674,4.15,true,tablet,facebook/referral
680,680,10/15/2021,137,direct,1790,45.2,false,desktop,google/cpc
681,681,4/5/2021,431,referral,3484,34.2,false,mobile,google/cpc
682,682,10/2/2021,432,referral,2204,64.29,true,desktop,facebook/referral
683,683,10/2/2021,411,referral,722,86.88,false,desktop,direct/none
684,684,10/8/2021,111,referral,1751,4.02,false,mobile,google/cpc
685,685,2/2/2021,44,referral,2326,62.42,false,desktop,facebook/referral
686,686,10/18/2021,506,referral,2654,29.98,true,desktop,direct/none
687,687,5/8/2021,713,organic,2024,12.02,true,tablet,direct/none
688,688,5/5/2021,954,referral,1532,24.84,true,tablet,facebook/referral
689,689,12/30/2021,992,direct,1698,12.19,false,tablet,facebook/referral
690,690,10/6/2021,920,organic,880,84.07,false,mobile,google/cpc
691,691,6/26/2021,409,organic,1393,99.86,false,mobile,facebook/referral
692,692,3/14/2021,573,referral,159,54.33,false,tablet,direct/none
693,693,12/20/2021,716,direct,1969,22.36,true,mobile,facebook/referral
694,694,1/24/2021,507,referral,2183,42.56,false,mobile,direct/none
695,695,5/1/2021,326,organic,1237,37.84,false,tablet,facebook/referral
696,696,4/19/2021,958,referral,145,0.85,false,tablet,facebook/referral
697,697,10/16/2021,221,referral,1564,53.98,false,desktop,direct/none
698,698,4/8/2021,512,direct,2323,73.44,true,desktop,google/cpc
699,699,7/21/2021,229,organic,862,90.36,true,desktop,facebook/referral
700,700,4/3/2021,597,direct,1051,90.34,true,mobile,google/cpc
701,701,12/3/2021,23,direct,2608,20.92,false,tablet,google/cpc
702,702,2/9/2021,35,referral,3091,71.41,true,mobile,google/cpc
703,703,5/25/2021,402,referral,3495,34.53,true,tablet,google/cpc
704,704,11/13/2021,94,referral,382,17.93,false,tablet,direct/none
705,705,8/5/2021,896,direct,1722,40.29,true,desktop,facebook/referral
706,706,4/7/2021,774,direct,996,58.79,true,desktop,google/cpc
707,707,12/22/2021,663,organic,146,65.37,false,mobile,google/cpc
708,708,9/27/2021,724,direct,2415,6.84,false,desktop,direct/none
709,709,2/13/2021,977,referral,2909,90.56,true,desktop,facebook/referral
710,710,11/7/2021,692,organic,1744,15.57,false,desktop,direct/none
711,711,11/14/2021,462,referral,685,70.34,false,desktop,facebook/referral
712,712,5/8/2021,592,referral,2047,39.19,true,tablet,google/cpc
713,713,1/30/2021,279,organic,2125,16.56,false,desktop,google/cpc
714,714,2/11/2021,471,organic,2751,41.24,true,mobile,direct/none
715,715,1/19/2021,29,referral,1930,83.59,true,mobile,google/cpc
716,716,3/7/2021,268,referral,3255,6.8,true,tablet,direct/none
717,717,9/16/2021,642,direct,1918,62.27,false,desktop,direct/none
718,718,4/18/2021,382,direct,2023,57.91,true,desktop,direct/none
719,719,3/15/2021,656,organic,1176,43.77,false,mobile,facebook/referral
720,720,4/30/2021,863,referral,2518,59.75,false,tablet,facebook/referral
721,721,8/9/2021,835,referral,1275,45.89,false,tablet,google/cpc
722,722,9/22/2021,678,referral,3126,62.9,false,desktop,facebook/referral
723,723,1/18/2021,465,referral,2329,78.65,false,mobile,google/cpc
724,724,3/4/2021,655,direct,1861,78.94,false,mobile,google/cpc
725,725,12/3/2021,184,referral,3287,27.77,false,tablet,direct/none
726,726,12/19/2021,224,organic,38,88.6,true,mobile,google/cpc
727,727,10/11/2021,706,referral,1497,8.07,false,desktop,direct/none
728,728,7/12/2021,175,organic,2139,25.79,false,desktop,google/cpc
729,729,6/2/2021,208,referral,2491,89.33,false,desktop,direct/none
730,730,11/16/2021,953,referral,3311,25.9,false,mobile,facebook/referral
731,731,8/30/2021,104,organic,506,76.21,false,tablet,direct/none
732,732,1/2/2021,380,direct,2799,64.05,true,tablet,facebook/referral
733,733,7/24/2021,157,referral,2959,20.62,true,tablet,google/cpc
734,734,10/11/2021,30,referral,2821,0.42,true,tablet,facebook/referral
735,735,11/18/2021,376,organic,3104,84.06,false,mobile,google/cpc
736,736,11/14/2021,711,direct,1170,99.89,true,tablet,facebook/referral
737,737,8/22/2021,729,organic,1412,84.6,true,desktop,facebook/referral
738,738,8/14/2021,406,organic,2634,24.78,true,desktop,direct/none
739,739,9/13/2021,303,direct,767,44.29,true,tablet,google/cpc
740,740,11/8/2021,230,referral,3352,20.23,false,tablet,facebook/referral
741,741,8/30/2021,742,direct,741,18.42,true,desktop,facebook/referral
742,742,1/18/2021,509,organic,2955,82.91,true,desktop,google/cpc
743,743,6/10/2021,2,organic,3361,63.27,false,mobile,direct/none
744,744,4/9/2021,132,direct,650,87.37,true,mobile,google/cpc
745,745,4/1/2021,516,direct,2270,61.86,false,tablet,facebook/referral
746,746,6/5/2021,571,organic,1475,49.57,true,tablet,facebook/referral
747,747,3/30/2021,255,direct,176,33.27,false,desktop,facebook/referral
748,748,3/6/2021,750,referral,283,32.25,false,desktop,direct/none
749,749,12/21/2021,568,organic,1831,66.06,false,tablet,facebook/referral
750,750,7/19/2021,158,direct,950,63.8,true,mobile,google/cpc
751,751,11/23/2021,409,organic,3478,28.5,true,tablet,google/cpc
752,752,1/4/2021,51,referral,2485,35.75,false,mobile,google/cpc
753,753,2/28/2021,324,organic,1913,89.52,false,mobile,direct/none
754,754,9/23/2021,391,referral,1316,25.94,false,tablet,direct/none
755,755,5/7/2021,233,organic,3494,35.38,true,desktop,direct/none
756,756,3/10/2021,62,direct,949,76.84,true,tablet,direct/none
757,757,10/6/2021,800,direct,3020,91.19,true,tablet,direct/none
758,758,3/10/2021,403,direct,1472,84.13,true,mobile,direct/none
759,759,11/2/2021,405,direct,1516,91.87,true,mobile,google/cpc
760,760,4/6/2021,769,referral,3268,58.57,true,tablet,google/cpc
761,761,7/4/2021,245,organic,3027,47.25,true,mobile,facebook/referral
762,762,10/6/2021,196,referral,421,80.46,true,desktop,google/cpc
763,763,4/8/2021,635,organic,1689,54.19,false,desktop,google/cpc
764,764,2/20/2021,165,direct,1955,95.56,false,tablet,google/cpc
765,765,9/6/2021,979,organic,3152,6.06,false,desktop,facebook/referral
766,766,1/9/2021,613,direct,942,86.81,true,desktop,facebook/referral
767,767,2/11/2021,284,direct,2251,21.48,false,tablet,direct/none
768,768,5/25/2021,499,direct,3022,5.2,false,tablet,google/cpc
769,769,2/14/2021,385,organic,2420,59.15,true,tablet,direct/none
770,770,11/2/2021,904,referral,1038,32.77,true,desktop,direct/none
771,771,1/23/2021,943,organic,722,91.14,true,desktop,direct/none
772,772,7/12/2021,856,direct,1096,8.1,true,mobile,google/cpc
773,773,6/10/2021,860,referral,1563,11.96,true,mobile,direct/none
774,774,10/24/2021,764,direct,2716,28.4,false,mobile,facebook/referral
775,775,2/14/2021,96,organic,15,70.48,true,mobile,facebook/referral
776,776,11/4/2021,68,organic,507,5.17,false,mobile,google/cpc
777,777,11/8/2021,652,referral,1398,2.81,false,tablet,facebook/referral
778,778,5/26/2021,751,referral,294,29.34,false,mobile,direct/none
779,779,11/7/2021,772,referral,1071,54.82,false,desktop,direct/none
780,780,8/19/2021,328,referral,2190,7.77,true,mobile,google/cpc
781,781,2/23/2021,37,direct,247,32.42,false,desktop,facebook/referral
782,782,9/13/2021,984,referral,2522,13.35,false,desktop,google/cpc
783,783,8/5/2021,76,referral,287,94.39,false,desktop,google/cpc
784,784,4/9/2021,152,organic,3189,28.62,true,mobile,facebook/referral
785,785,7/16/2021,369,organic,3125,87.91,true,desktop,direct/none
786,786,8/20/2021,442,direct,67,13.76,false,desktop,direct/none
787,787,10/24/2021,460,organic,2424,43.23,false,desktop,direct/none
788,788,8/19/2021,144,organic,2071,65.09,true,desktop,direct/none
789,789,10/4/2021,305,organic,2350,57.17,true,tablet,direct/none
790,790,3/22/2021,275,referral,3201,8.79,false,mobile,facebook/referral
791,791,2/27/2021,262,direct,3176,40.5,false,desktop,facebook/referral
792,792,6/23/2021,374,direct,1510,34.94,false,mobile,direct/none
793,793,5/15/2021,203,organic,2957,50.77,false,desktop,facebook/referral
794,794,10/12/2021,924,referral,2408,36.15,true,desktop,google/cpc
795,795,9/19/2021,853,organic,74,47.7,false,mobile,facebook/referral
796,796,4/15/2021,807,organic,355,12.28,false,desktop,facebook/referral
797,797,4/25/2021,724,direct,2447,88.53,true,desktop,direct/none
798,798,7/17/2021,151,organic,1488,63.21,false,tablet,google/cpc
799,799,12/2/2021,244,referral,3383,84.54,true,mobile,google/cpc
800,800,6/14/2021,121,referral,504,77.59,false,desktop,direct/none
801,801,1/24/2021,683,referral,1835,68.95,true,desktop,direct/none
